iter	RMSE
724	1.65231362
725	1.651964753
726	1.651570847
727	1.651335396
728	1.650599254
729	1.650540946
730	1.649826001
731	1.649575067
732	1.649018128
733	1.648638393
734	1.648424651
735	1.648187153
736	1.648054906
737	1.647783034
738	1.647478276
739	1.647455024
740	1.647253625
741	1.647232676
742	1.64675411
743	1.646709817
744	1.646688258
745	1.646667616
746	1.64661141
747	1.646493888
748	1.645918104
749	1.64550277
750	1.645325613
751	1.645298278
752	1.645244498
753	1.644904756
754	1.644425668
755	1.643847597
756	1.643364721
757	1.643014437
758	1.642494651
759	1.641703418
760	1.641299363
761	1.640884804
762	1.640329403
763	1.640197885
764	1.63988139
765	1.639591981
766	1.639029129
767	1.639001237
768	1.638591431
769	1.638029983
770	1.637552305
771	1.637042775
772	1.636754736
773	1.636572426
774	1.636053787
775	1.635881689
776	1.635606629
777	1.635370613
778	1.634615518
779	1.634402224
780	1.633919967
781	1.633898595
782	1.63350053
783	1.632817047
784	1.632612106
785	1.632425876
786	1.632256501
787	1.631592117
788	1.631132608
789	1.630856092
790	1.630668459
791	1.630514155
792	1.630231754
793	1.629917756
794	1.629836035
795	1.629290557
796	1.628551059
797	1.627810241
798	1.627676149
799	1.627407698
800	1.627154334
801	1.626657052
802	1.626629796
803	1.626486086
804	1.62603165
805	1.625740182
806	1.625479763
807	1.625418076
808	1.625349613
809	1.625109987
810	1.624861748
811	1.624498364
812	1.62422417
813	1.624199583
814	1.623693916
815	1.623363146
816	1.623312804
817	1.623251562
818	1.622943206
819	1.622703353
820	1.622495038
821	1.622334996
822	1.621866175
823	1.621608812
824	1.621448951
825	1.621269997
826	1.620648031
827	1.620477388
828	1.620291077
829	1.620040065
830	1.619875844
831	1.619364609
832	1.61918314
833	1.6188438
834	1.618673864
835	1.6182356
836	1.618213
837	1.617771494
838	1.616921204
839	1.616591308
840	1.616185078
841	1.615767628
842	1.615237382
843	1.615169493
844	1.614930198
845	1.614816821
846	1.614684169
847	1.614008617
848	1.613912182
849	1.613683549
850	1.613336173
851	1.613024952
852	1.612824199
853	1.612643495
854	1.612466423
855	1.612453442
856	1.61238805
857	1.612219804
858	1.611921117
859	1.611900975
860	1.611817632
861	1.611501589
862	1.61064504
863	1.610280695
864	1.609806744
865	1.609619396
866	1.609347227
867	1.609098404
868	1.608795704
869	1.608205075
870	1.607945836
871	1.607827113
872	1.607755424
873	1.607419732
874	1.607208195
875	1.606859566
876	1.60673501
877	1.60662459
878	1.606350766
879	1.606021205
880	1.605430028
881	1.605324376
882	1.604996516
883	1.604578256
884	1.604281326
885	1.603886797
886	1.603872936
887	1.603331138
888	1.603056629
889	1.602835404
890	1.602470146
891	1.602431493
892	1.60240691
893	1.602289352
894	1.601825737
895	1.600792638
896	1.600769537
897	1.600494912
898	1.600262454
899	1.599944451
900	1.599733315
901	1.599690671
902	1.599359103
903	1.599082312
904	1.598768146
905	1.598185785
906	1.597935373
907	1.597463579
908	1.597372461
909	1.596789569
910	1.59646507
911	1.596133799
912	1.596072228
913	1.595737596
914	1.595566285
915	1.595247025
916	1.594955017
917	1.59485591
918	1.59461107
919	1.594521903
920	1.594249532
921	1.59396923
922	1.593899681
923	1.593378524
924	1.593024845
925	1.592622074
926	1.592201552
927	1.592179943
928	1.591980793
929	1.591506248
930	1.591415359
931	1.591064947
932	1.590792736
933	1.590466002
934	1.590337676
935	1.590328804
936	1.590265168
937	1.590256926
938	1.589966252
939	1.589886853
940	1.589810226
941	1.589644366
942	1.589636434
943	1.58934752
944	1.588883789
945	1.588863808
946	1.58880337
947	1.588795751
948	1.588619723
949	1.588481232
950	1.588312521
951	1.588254203
952	1.587990052
953	1.587735989
954	1.587421295
955	1.587132313
956	1.587035661
957	1.58662786
958	1.586421707
959	1.586153004
960	1.585814064
961	1.585662213
962	1.5856041
963	1.585208584
964	1.584718764
965	1.584309452
966	1.584302364
967	1.583964682
968	1.58367142
969	1.583570553
970	1.583252761
971	1.583245927
972	1.58293546
973	1.582695921
974	1.582321994
975	1.582269819
976	1.582188725
977	1.582173697
978	1.581899586
979	1.581893259
980	1.581597034
981	1.581582807
982	1.581322915
983	1.581066115
984	1.581059963
985	1.580781339
986	1.580474002
987	1.580216936
988	1.580166997
989	1.579697304
990	1.579649098
991	1.579222929
992	1.578910107
993	1.578367413
994	1.578224822
995	1.578130668
996	1.578040986
997	1.577986403
998	1.577621574
999	1.577342441
